Year,ZIP code,Age Group,Number of Visits,Age-adjusted rate,County Fips code,County
2014,"90814
(33.771365, -118.143234)",Children (0-17),23,75.8,6037,LOS ANGELES
2015,"91343
(34.2389, -118.481122)",Children (0-17),201,126.2,6037,LOS ANGELES
2015,"91104
(34.167532, -118.123296)",Children (0-17),40,48.9,6037,LOS ANGELES
2015,"90808
(33.823415, -118.113064)",Children (0-17),30,37.8,6037,LOS ANGELES
2015,"90304
(33.936814, -118.359195)",Children (0-17),72,82,6037,LOS ANGELES
2015,"90032
(34.080773, -118.177882)",Children (0-17),101,89.3,6037,LOS ANGELES
2015,"90044
(33.952658, -118.291781)",Children (0-17),445,157.3,6037,LOS ANGELES
2013,"90602
(33.96826, -118.032861)",Children (0-17),82,125.5,6037,LOS ANGELES
2014,"90247
(33.89181, -118.296621)",Children (0-17),126,109,6037,LOS ANGELES
2013,"91320
(34.163619, -118.95474)",Children (0-17),24,22.2,6111,VENTURA
2014,"90305
(33.95935, -118.327713)",Children (0-17),41,143.2,6037,LOS ANGELES
2013,"90002
(33.949079, -118.247877)",Children (0-17),210,111.8,6037,LOS ANGELES
2015,"90006
(34.048637, -118.293869)",Children (0-17),128,88.6,6037,LOS ANGELES
2013,"91006
(34.135112, -118.029184)",Children (0-17),18,29.1,6037,LOS ANGELES
2015,"90018
(34.028153, -118.317664)",Children (0-17),152,113.6,6037,LOS ANGELES
2013,"90017
(34.052895, -118.2642)",Children (0-17),60,99.2,6037,LOS ANGELES
2015,"91331
(34.255322, -118.42306)",Children (0-17),306,100.8,6037,LOS ANGELES
2014,"90720
(33.795271, -118.070649)",Children (0-17),19,45.5,6059,ORANGE
2013,"90713
(33.84747, -118.113442)",Children (0-17),40,63.3,6037,LOS ANGELES
2014,"91030
(34.111328, -118.15602)",Children (0-17),14,28.2,6037,LOS ANGELES
2013,"90005
(34.059746, -118.308884)",Children (0-17),52,64,6037,LOS ANGELES
2015,"90039
(34.109617, -118.260085)",Children (0-17),47,79,6037,LOS ANGELES
2015,"91316
(34.167351, -118.51634)",Children (0-17),33,63.7,6037,LOS ANGELES
2015,"90807
(33.830057, -118.181178)",Children (0-17),44,67.5,6037,LOS ANGELES
2015,"90025
(34.045803, -118.445555)",Children (0-17),15,30.4,6037,LOS ANGELES
2013,"90405
(34.010653, -118.470964)",Children (0-17),18,48.6,6037,LOS ANGELES
2014,"90802
(33.762854, -118.199285)",Children (0-17),72,104.3,6037,LOS ANGELES
2014,"90038
(34.088618, -118.32649)",Children (0-17),64,120.9,6037,LOS ANGELES
2015,"90650
(33.906944, -118.083926)",Children (0-17),259,95.6,6037,LOS ANGELES
2014,"90061
(33.923076, -118.274317)",Children (0-17),118,135.1,6037,LOS ANGELES
2013,"91206
(34.159017, -118.222854)",Children (0-17),29,51.5,6037,LOS ANGELES
2015,"90057
(34.062568, -118.277209)",Children (0-17),101,100.1,6037,LOS ANGELES
2014,"90302
(33.975064, -118.355839)",Children (0-17),92,124,6037,LOS ANGELES
2013,"90621
(33.874753, -117.993222)",Children (0-17),73,77.9,6059,ORANGE
2013,"90717
(33.793519, -118.316294)",Children (0-17),27,58.6,6037,LOS ANGELES
2015,"90043
(33.988604, -118.335291)",Children (0-17),165,165.1,6037,LOS ANGELES
2014,"91042
(34.281602, -118.249998)",Children (0-17),25,47,6037,LOS ANGELES
2013,"90036
(34.069624, -118.349681)",Children (0-17),23,37.3,6037,LOS ANGELES
2015,"90248
(33.87676, -118.286071)",Children (0-17),24,113.3,6037,LOS ANGELES
2013,"90605
(33.946845, -118.02893)",Children (0-17),125,116,6037,LOS ANGELES
2013,"90001
(33.973252, -118.249154)",Children (0-17),201,100.1,6037,LOS ANGELES
2014,"90810
(33.817246, -118.218929)",Children (0-17),77,75.6,6037,LOS ANGELES
2013,"90623
(33.849916, -118.042253)",Children (0-17),17,55.4,6059,ORANGE
2014,"90230
(33.995175, -118.399974)",Children (0-17),37,56.3,6037,LOS ANGELES
2013,"90029
(34.089903, -118.294656)",Children (0-17),76,100,6037,LOS ANGELES
2015,"90301
(33.956998, -118.358491)",Children (0-17),144,144.9,6037,LOS ANGELES
2013,"90808
(33.823415, -118.113064)",Children (0-17),23,28.5,6037,LOS ANGELES
2014,"90222
(33.911047, -118.236494)",Children (0-17),141,131.1,6037,LOS ANGELES
2014,"90045
(33.957455, -118.398979)",Children (0-17),43,62,6037,LOS ANGELES
2015,"90723
(33.898482, -118.164457)",Children (0-17),148,90.5,6037,LOS ANGELES
2015,"90505
(33.81014, -118.350582)",Children (0-17),33,46.7,6037,LOS ANGELES
2013,"90039
(34.109617, -118.260085)",Children (0-17),43,83.6,6037,LOS ANGELES
2015,"90015
(34.038913, -118.266298)",Children (0-17),52,129.1,6037,LOS ANGELES
2015,"91107
(34.153059, -118.088024)",Children (0-17),30,44.9,6037,LOS ANGELES
2015,"90220
(33.88366, -118.237067)",Children (0-17),235,158.4,6037,LOS ANGELES
2015,"91040
(34.264516, -118.325956)",Children (0-17),27,71.4,6037,LOS ANGELES
2013,"90066
(34.002048, -118.431218)",Children (0-17),44,44.7,6037,LOS ANGELES
2014,"90250
(33.914594, -118.350791)",Children (0-17),353,137.3,6037,LOS ANGELES
2015,"90230
(33.995175, -118.399974)",Children (0-17),44,65.4,6037,LOS ANGELES
2015,"91208
(34.191311, -118.232987)",Children (0-17),14,51.4,6037,LOS ANGELES
2014,"91304
(34.220394, -118.624412)",Children (0-17),107,90.8,6037,LOS ANGELES
2015,"90012
(34.064406, -118.239532)",Children (0-17),18,53.2,6037,LOS ANGELES
2014,"90041
(34.137321, -118.207164)",Children (0-17),26,50.5,6037,LOS ANGELES
2015,"91042
(34.281602, -118.249998)",Children (0-17),18,34.6,6037,LOS ANGELES
2013,"91311
(34.267262, -118.595523)",Children (0-17),39,59.6,6037,LOS ANGELES
2013,"90006
(34.048637, -118.293869)",Children (0-17),119,81.9,6037,LOS ANGELES
2013,"90813
(33.781633, -118.19496)",Children (0-17),234,129,6037,LOS ANGELES
2015,"90680
(33.800996, -117.996018)",Children (0-17),47,61.7,6059,ORANGE
2014,"90503
(33.84092, -118.352263)",Children (0-17),42,45.9,6037,LOS ANGELES
2014,"90018
(34.028153, -118.317664)",Children (0-17),139,107.8,6037,LOS ANGELES
2014,"90670
(33.933818, -118.066781)",Children (0-17),31,94.1,6037,LOS ANGELES
2014,"90019
(34.048752, -118.340015)",Children (0-17),148,109.3,6037,LOS ANGELES
2014,"90807
(33.830057, -118.181178)",Children (0-17),47,69.3,6037,LOS ANGELES
2014,"91203
(34.153263, -118.263838)",Children (0-17),15,66.7,6037,LOS ANGELES
2014,"90723
(33.898482, -118.164457)",Children (0-17),128,78.6,6037,LOS ANGELES
2014,"90620
(33.843645, -118.011847)",Children (0-17),63,62.9,6059,ORANGE
2013,"90047
(33.955791, -118.308916)",Children (0-17),206,172.7,6037,LOS ANGELES
2014,"90304
(33.936814, -118.359195)",Children (0-17),125,139.8,6037,LOS ANGELES
2015,"90062
(34.003587, -118.308985)",Children (0-17),153,181.4,6037,LOS ANGELES
2014,"91316
(34.167351, -118.51634)",Children (0-17),30,58.9,6037,LOS ANGELES
2014,"91103
(34.165622, -118.161022)",Children (0-17),59,86.6,6037,LOS ANGELES
2015,"90250
(33.914594, -118.350791)",Children (0-17),276,108,6037,LOS ANGELES
2015,"90501
(33.830261, -118.314777)",Children (0-17),93,89.9,6037,LOS ANGELES
2015,"90716
(33.829638, -118.073331)",Children (0-17),40,95.2,6037,LOS ANGELES
2013,"90270
(33.988479, -118.187185)",Children (0-17),53,59,6037,LOS ANGELES
2014,"91007
(34.127822, -118.049089)",Children (0-17),15,25.6,6037,LOS ANGELES
2013,"90716
(33.829638, -118.073331)",Children (0-17),37,83.6,6037,LOS ANGELES
2013,"91326
(34.278174, -118.55281)",Children (0-17),20,29.2,6037,LOS ANGELES
2013,"90247
(33.89181, -118.296621)",Children (0-17),159,139.1,6037,LOS ANGELES
2015,"90033
(34.050157, -118.211432)",Children (0-17),139,94.7,6037,LOS ANGELES
2013,"90065
(34.109642, -118.226785)",Children (0-17),108,99.1,6037,LOS ANGELES
2013,"90046
(34.105325, -118.364441)",Children (0-17),18,41.6,6037,LOS ANGELES
2015,"90280
(33.943676, -118.19452)",Children (0-17),210,73.2,6037,LOS ANGELES
2015,"90066
(34.002048, -118.431218)",Children (0-17),58,57.2,6037,LOS ANGELES
2015,"90037
(34.002504, -118.286782)",Children (0-17),264,139.4,6037,LOS ANGELES
2014,"90805
(33.8657, -118.182006)",Children (0-17),343,122.8,6037,LOS ANGELES
2014,"91206
(34.159017, -118.222854)",Children (0-17),27,47.5,6037,LOS ANGELES
2015,"90660
(33.988149, -118.089908)",Children (0-17),148,96.2,6037,LOS ANGELES
2014,"91040
(34.264516, -118.325956)",Children (0-17),38,92.3,6037,LOS ANGELES
2015,"91101
(34.14764, -118.139043)",Children (0-17),15,48.2,6037,LOS ANGELES
2013,"90291
(33.993032, -118.463796)",Children (0-17),23,58.8,6037,LOS ANGELES
2015,"90604
(33.930179, -118.011116)",Children (0-17),85,83.7,6037,LOS ANGELES
2015,"90502
(33.832124, -118.292909)",Children (0-17),32,87,6037,LOS ANGELES
2015,"90717
(33.793519, -118.316294)",Children (0-17),42,90.8,6037,LOS ANGELES
2013,"90604
(33.930179, -118.011116)",Children (0-17),113,109.6,6037,LOS ANGELES
2014,"90031
(34.079698, -118.213962)",Children (0-17),91,86.4,6037,LOS ANGELES
2014,"90715
(33.840909, -118.079698)",Children (0-17),45,94.2,6037,LOS ANGELES
2014,"90201
(33.971609, -118.171234)",Children (0-17),226,69.7,6037,LOS ANGELES
2015,"90255
(33.976822, -118.217319)",Children (0-17),177,79,6037,LOS ANGELES
2015,"92139
(32.679599, -117.04917)",Children (0-17),84,94.7,6073,SAN DIEGO
2015,"92101
(32.72112, -117.166986)",Children (0-17),31,109.4,6073,SAN DIEGO
2015,"92592
(33.510528, -117.050643)",Children (0-17),85,39.4,6065,RIVERSIDE
2014,"92316
(34.062941, -117.39575)",Children (0-17),98,104.1,6071,SAN BERNARDINO
2015,"92081
(33.168208, -117.242036)",Children (0-17),30,54,6073,SAN DIEGO
2015,"92054
(33.193155, -117.358567)",Children (0-17),34,41,6073,SAN DIEGO
2014,"91403
(34.149178, -118.463524)",Children (0-17),29,74.9,6037,LOS ANGELES
2015,"92123
(32.806949, -117.136539)",Children (0-17),67,122.5,6073,SAN DIEGO
2014,"92220
(33.92411, -116.883374)",Children (0-17),81,113.8,6065,RIVERSIDE
2015,"91601
(34.168033, -118.372835)",Children (0-17),47,70.8,6037,LOS ANGELES
2013,"92508
(33.89244, -117.322884)",Children (0-17),26,26.1,6065,RIVERSIDE
2014,"91910
(32.637429, -117.054917)",Children (0-17),202,112.4,6073,SAN DIEGO
2013,"92227
(32.991256, -115.480069)",Children (0-17),177,195.4,6025,IMPERIAL
2013,"91754
(34.050619, -118.143932)",Children (0-17),41,71.5,6037,LOS ANGELES
2014,"92120
(32.793166, -117.071798)",Children (0-17),31,64.9,6073,SAN DIEGO
2013,"92021
(32.828227, -116.894534)",Children (0-17),97,64.4,6073,SAN DIEGO
2014,"92335
(34.087599, -117.458229)",Children (0-17),259,82.4,6071,SAN BERNARDINO
2015,"91506
(34.170834, -118.324179)",Children (0-17),17,51.6,6037,LOS ANGELES
2013,"92337
(34.048403, -117.472866)",Children (0-17),69,59.3,6071,SAN BERNARDINO
2013,"91801
(34.089805, -118.128547)",Children (0-17),65,68.5,6037,LOS ANGELES
2015,"92024
(33.056527, -117.264885)",Children (0-17),32,32.1,6073,SAN DIEGO
2014,"92835
(33.901701, -117.911131)",Children (0-17),23,48.4,6059,ORANGE
2013,"91784
(34.137067, -117.659127)",Children (0-17),15,27.9,6071,SAN BERNARDINO
2013,"92620
(33.708843, -117.758618)",Children (0-17),50,49.8,6059,ORANGE
2015,"92128
(32.99986, -117.073175)",Children (0-17),28,31.6,6073,SAN DIEGO
2015,"91910
(32.637429, -117.054917)",Children (0-17),202,111.8,6073,SAN DIEGO
2013,"92374
(34.065687, -117.171825)",Children (0-17),76,75,6071,SAN BERNARDINO
2013,"91504
(34.201484, -118.329884)",Children (0-17),26,50.3,6037,LOS ANGELES
2013,"92056
(33.200072, -117.285852)",Children (0-17),73,65.3,6073,SAN DIEGO
2015,"92065
(33.037134, -116.855775)",Children (0-17),37,41.7,6073,SAN DIEGO
2013,"92359
(34.092747, -117.08179)",Children (0-17),14,72.3,6071,SAN BERNARDINO
2015,"91390
(34.518843, -118.395852)",Children (0-17),14,25.1,6037,LOS ANGELES
2015,"91406
(34.20031, -118.491022)",Children (0-17),118,88.7,6037,LOS ANGELES
2013,"92082
(33.254566, -117.027086)",Children (0-17),16,32.8,6073,SAN DIEGO
2014,"92225
(33.58882, -114.63643)",Children (0-17),59,118.3,6065,RIVERSIDE
2013,"92007
(33.023512, -117.275252)",Children (0-17),14,72.4,6073,SAN DIEGO
2013,"91746
(34.046295, -117.98818)",Children (0-17),80,94.2,6037,LOS ANGELES
2015,"92841
(33.78727, -117.978971)",Children (0-17),47,56.5,6059,ORANGE
2013,"92109
(32.793632, -117.237139)",Children (0-17),18,41,6073,SAN DIEGO
2015,"91767
(34.080611, -117.73835)",Children (0-17),144,110.5,6037,LOS ANGELES
2013,"92835
(33.901701, -117.911131)",Children (0-17),16,33.5,6059,ORANGE
2014,"92673
(33.463324, -117.614928)",Children (0-17),13,15.2,6059,ORANGE
2015,"92008
(33.151235, -117.323753)",Children (0-17),17,36.8,6073,SAN DIEGO
2015,"92120
(32.793166, -117.071798)",Children (0-17),23,46.7,6073,SAN DIEGO
2014,"91737
(34.147153, -117.579915)",Children (0-17),35,71,6071,SAN BERNARDINO
2015,"92833
(33.877213, -117.960852)",Children (0-17),75,58.6,6059,ORANGE
2013,"91506
(34.170834, -118.324179)",Children (0-17),16,44.2,6037,LOS ANGELES
2014,"91950
(32.67159, -117.090683)",Children (0-17),182,119.2,6073,SAN DIEGO
2015,"93117
(34.461834, -119.983449)",Children (0-17),34,47.3,6083,SANTA BARBARA
2014,"92027
(33.136181, -117.027502)",Children (0-17),80,53.6,6073,SAN DIEGO
2013,"92672
(33.413456, -117.590835)",Children (0-17),34,38.8,6059,ORANGE
2015,"91702
(34.149202, -117.888647)",Children (0-17),146,91.3,6037,LOS ANGELES
2014,"93041
(34.155936, -119.180327)",Children (0-17),44,68.1,6111,VENTURA
2014,"92064
(32.978009, -117.032069)",Children (0-17),35,34.3,6073,SAN DIEGO
2015,"92111
(32.806185, -117.167384)",Children (0-17),108,103.2,6073,SAN DIEGO
2014,"92274
(33.355812, -116.031959)",Children (0-17),46,60.6,6065,RIVERSIDE
2014,"92024
(33.056527, -117.264885)",Children (0-17),29,28.3,6073,SAN DIEGO
2014,"92234
(33.813355, -116.46506)",Children (0-17),55,43.3,6065,RIVERSIDE
2013,"92692
(33.611588, -117.643685)",Children (0-17),34,38.1,6059,ORANGE
2013,"92126
(32.913418, -117.141039)",Children (0-17),95,62.8,6073,SAN DIEGO
2015,"92116
(32.763353, -117.122032)",Children (0-17),44,82,6073,SAN DIEGO
2013,"91744
(34.02959, -117.937383)",Children (0-17),251,106.8,6037,LOS ANGELES
2014,"92008
(33.151235, -117.323753)",Children (0-17),12,24.7,6073,SAN DIEGO
2013,"92071
(32.84704, -116.991804)",Children (0-17),51,40.5,6073,SAN DIEGO
2013,"92251
(32.856371, -115.586888)",Children (0-17),85,146.6,6025,IMPERIAL
2015,"92056
(33.200072, -117.285852)",Children (0-17),40,34.9,6073,SAN DIEGO
2013,"92301
(34.617329, -117.496669)",Children (0-17),153,126.9,6071,SAN BERNARDINO
2015,"93010
(34.230552, -119.057652)",Children (0-17),63,70.3,6111,VENTURA
2013,"92801
(33.844933, -117.953314)",Children (0-17),132,75.1,6059,ORANGE
2015,"92843
(33.764656, -117.932624)",Children (0-17),107,85.1,6059,ORANGE
2014,"92065
(33.037134, -116.855775)",Children (0-17),33,39.3,6073,SAN DIEGO
2014,"92116
(32.763353, -117.122032)",Children (0-17),49,96.7,6073,SAN DIEGO
2015,"91405
(34.20044, -118.448167)",Children (0-17),140,112.7,6037,LOS ANGELES
2014,"91607
(34.166533, -118.399357)",Children (0-17),51,96.5,6037,LOS ANGELES
2014,"92618
(33.670881, -117.737624)",Children (0-17),21,40.8,6059,ORANGE
2014,"92081
(33.168208, -117.242036)",Children (0-17),19,32.7,6073,SAN DIEGO
2014,"93210
(36.243008, -120.350304)",Children (0-17),60,143.5,6019,FRESNO
2015,"91607
(34.166533, -118.399357)",Children (0-17),39,74.9,6037,LOS ANGELES
2014,"91741
(34.143334, -117.849897)",Children (0-17),19,35.2,6037,LOS ANGELES
2014,"92253
(33.673588, -116.279332)",Children (0-17),52,66.3,6065,RIVERSIDE
2015,"91730
(34.102953, -117.583505)",Children (0-17),72,44.4,6071,SAN BERNARDINO
2015,"91791
(34.063202, -117.896262)",Children (0-17),41,59.2,6037,LOS ANGELES
2015,"91977
(32.724717, -116.997203)",Children (0-17),134,87.7,6073,SAN DIEGO
2013,"93234
(36.292126, -120.087531)",Children (0-17),30,114.7,6019,FRESNO
2015,"91911
(32.609584, -117.051066)",Children (0-17),212,99.7,6073,SAN DIEGO
2015,"92501
(33.99431, -117.370777)",Children (0-17),51,100.5,6065,RIVERSIDE
2013,"93101
(34.419968, -119.707226)",Children (0-17),52,81.3,6083,SANTA BARBARA
2015,"91803
(34.073577, -118.145947)",Children (0-17),36,61,6037,LOS ANGELES
2014,"92801
(33.844933, -117.953314)",Children (0-17),163,91.4,6059,ORANGE
2013,"91790
(34.06747, -117.937757)",Children (0-17),98,89.7,6037,LOS ANGELES
2014,"91745
(33.998631, -117.970297)",Children (0-17),77,73.7,6037,LOS ANGELES
2015,"92260
(33.72127, -116.384343)",Children (0-17),23,50.6,6065,RIVERSIDE
2013,"92057
(33.244634, -117.297157)",Children (0-17),86,60,6073,SAN DIEGO
2014,"91945
(32.733825, -117.033418)",Children (0-17),74,115.6,6073,SAN DIEGO
2014,"91701
(34.134727, -117.594963)",Children (0-17),41,50.5,6071,SAN BERNARDINO
2013,"91390
(34.518843, -118.395852)",Children (0-17),13,22.7,6037,LOS ANGELES
2014,"91601
(34.168033, -118.372835)",Children (0-17),68,99.7,6037,LOS ANGELES
2015,"93245
(36.2993, -119.835013)",Children (0-17),154,133.4,6031,KINGS
2013,"91755
(34.048584, -118.115279)",Children (0-17),26,53.4,6037,LOS ANGELES
2013,"91367
(34.176453, -118.616933)",Children (0-17),37,49.5,6037,LOS ANGELES
2013,"92688
(33.633916, -117.606639)",Children (0-17),24,20.2,6059,ORANGE
2013,"92865
(33.830567, -117.847191)",Children (0-17),22,48.1,6059,ORANGE
2014,"92173
(32.556928, -117.049986)",Children (0-17),81,96.1,6073,SAN DIEGO
2015,"92705
(33.758621, -117.81292)",Children (0-17),57,144.8,6059,ORANGE
2015,"92037
(32.844136, -117.253488)",Children (0-17),14,20.5,6073,SAN DIEGO
2013,"92103
(32.746633, -117.166513)",Children (0-17),23,78.2,6073,SAN DIEGO
2015,"91731
(34.077349, -118.040493)",Children (0-17),63,83.6,6037,LOS ANGELES
2014,"92606
(33.698423, -117.809204)",Children (0-17),12,24.4,6059,ORANGE
2015,"92107
(32.740188, -117.243443)",Children (0-17),15,38.6,6073,SAN DIEGO
2014,"92694
(33.55213, -117.638098)",Children (0-17),17,16.9,6059,ORANGE
2013,"91403
(34.149178, -118.463524)",Children (0-17),21,54.1,6037,LOS ANGELES
2013,"91737
(34.147153, -117.579915)",Children (0-17),21,41.5,6071,SAN BERNARDINO
2015,"92220
(33.92411, -116.883374)",Children (0-17),71,103.1,6065,RIVERSIDE
2014,"93065
(34.270627, -118.772831)",Children (0-17),112,64.9,6111,VENTURA
2015,"92831
(33.879579, -117.896338)",Children (0-17),63,95.8,6059,ORANGE
2015,"91770
(34.065164, -118.084194)",Children (0-17),90,68.8,6037,LOS ANGELES
2015,"91710
(34.014009, -117.688538)",Children (0-17),155,81.8,6071,SAN BERNARDINO
2015,"91367
(34.176453, -118.616933)",Children (0-17),29,38.2,6037,LOS ANGELES
2013,"92411
(34.123752, -117.320304)",Children (0-17),174,188.4,6071,SAN BERNARDINO
2013,"92131
(32.918361, -117.081713)",Children (0-17),24,25.7,6073,SAN DIEGO
2015,"92236
(33.683738, -116.178508)",Children (0-17),123,79.8,6065,RIVERSIDE
2013,"92651
(33.544915, -117.773786)",Children (0-17),13,37.4,6059,ORANGE
2014,"91744
(34.02959, -117.937383)",Children (0-17),269,116.1,6037,LOS ANGELES
2014,"92026
(33.195582, -117.111857)",Children (0-17),52,40.9,6073,SAN DIEGO
2013,"93041
(34.155936, -119.180327)",Children (0-17),30,43.7,6111,VENTURA
2014,"91803
(34.073577, -118.145947)",Children (0-17),37,64.3,6037,LOS ANGELES
2014,"92201
(33.711551, -116.236141)",Children (0-17),148,79.2,6065,RIVERSIDE
2013,"92655
(33.744941, -117.98477)",Children (0-17),16,100.4,6059,ORANGE
2014,"92841
(33.78727, -117.978971)",Children (0-17),55,70.7,6059,ORANGE
2013,"92123
(32.806949, -117.136539)",Children (0-17),47,70.4,6073,SAN DIEGO
2014,"91405
(34.20044, -118.448167)",Children (0-17),146,116.6,6037,LOS ANGELES
2014,"91387
(34.414549, -118.419145)",Children (0-17),51,44.3,6037,LOS ANGELES
2014,"92584
(33.664633, -117.176817)",Children (0-17),49,40.5,6065,RIVERSIDE
2015,"92865
(33.830567, -117.847191)",Children (0-17),29,64.2,6059,ORANGE
2015,"91780
(34.10156, -118.05546)",Children (0-17),24,38.2,6037,LOS ANGELES
2013,"91722
(34.097089, -117.907023)",Children (0-17),67,75.6,6037,LOS ANGELES
2015,"91502
(34.177773, -118.310063)",Children (0-17),20,102.6,6037,LOS ANGELES
2013,"91709
(33.972442, -117.726974)",Children (0-17),70,38.8,6071,SAN BERNARDINO
2015,"92587
(33.692651, -117.248892)",Children (0-17),24,35.5,6065,RIVERSIDE
2013,"91776
(34.088541, -118.096234)",Children (0-17),22,30.5,6037,LOS ANGELES
2013,"92019
(32.779792, -116.901491)",Children (0-17),54,56,6073,SAN DIEGO
2015,"92505
(33.922054, -117.488902)",Children (0-17),119,91.9,6065,RIVERSIDE
2015,"92115
(32.760391, -117.070447)",Children (0-17),144,121.3,6073,SAN DIEGO
2015,"92021
(32.828227, -116.894534)",Children (0-17),108,93,6073,SAN DIEGO
2013,"92225
(33.58882, -114.63643)",Children (0-17),76,150.8,6065,RIVERSIDE
2015,"92887
(33.881035, -117.744219)",Children (0-17),28,73.9,6059,ORANGE
2015,"92114
(32.706891, -117.054977)",Children (0-17),206,125.2,6073,SAN DIEGO
2014,"92677
(33.530495, -117.702838)",Children (0-17),44,34.2,6059,ORANGE
2014,"92126
(32.913418, -117.141039)",Children (0-17),94,61.3,6073,SAN DIEGO
2014,"91423
(34.150612, -118.432469)",Children (0-17),12,21.8,6037,LOS ANGELES
2013,"91773
(34.100651, -117.814842)",Children (0-17),40,63.7,6037,LOS ANGELES
